price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
831000.0,4.0,3.0,2170,4000,2.0,0,0,4,1610,560,1982,2011,3932,30,72,0
780000.0,4.0,2.5,2730,10281,2.0,0,2,3,2730,0,1996,0,3809,36,54,0
755000.0,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,1960,2001,3747,39,66,0
705380.0,3.0,2.5,2490,4343,2.0,0,0,3,2490,0,2003,0,3582,31,55,0
627000.0,4.0,2.25,1990,7712,1.0,0,0,3,1210,780,1973,2013,3277,31,50,0
865000.0,4.0,3.0,3690,9892,2.0,0,0,3,3690,0,1998,2006,4004,36,65,0
580000.0,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,0,3029,30,31,0
410000.0,3.0,2.25,1800,36704,1.0,0,0,4,1360,440,1978,2000,1855,31,50,0
485000.0,4.0,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,0,2417,33,38,0
400000.0,2.0,1.75,2110,9519,1.0,0,0,2,2110,0,1948,0,1753,17,26,0
549000.0,2.0,1.0,1140,5400,1.0,0,0,5,1140,0,1908,0,2831,30,72,0
620000.0,3.0,1.75,1480,2185,2.5,0,0,3,1480,0,2005,0,3247,33,68,0
405000.0,2.0,3.0,1410,1240,2.0,0,0,3,1140,270,2006,0,1818,30,41,0
232000.0,2.0,1.0,1200,8063,1.0,0,0,4,1200,0,1958,1972,396,8,15,0
800866.0,5.0,2.5,3180,13806,2.0,0,0,4,3180,0,1990,0,3871,33,68,0
650000.0,3.0,1.5,2160,9000,1.0,0,2,4,1400,760,1949,1985,3359,30,62,0
823000.0,6.0,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0,3915,30,47,0
770000.0,3.0,2.0,2350,5700,1.5,0,0,4,1810,540,1939,1989,3784,30,72,0
524000.0,3.0,1.75,1560,5520,1.0,0,0,4,780,780,1944,0,2651,30,71,0
541125.0,5.0,2.75,2740,8426,1.0,0,0,4,1370,1370,1960,2001,2790,39,67,0
670000.0,3.0,2.5,1680,2000,3.0,0,0,3,1680,0,1909,1998,3459,30,69,0
384900.0,5.0,2.5,3090,12750,1.0,0,0,3,1750,1340,1968,1997,1628,5,11,0
406100.0,3.0,2.25,1410,1332,3.0,0,0,3,1410,0,2005,0,1822,30,49,0
1395000.0,5.0,3.5,4010,8510,2.0,0,1,5,2850,1160,1971,0,4390,30,69,0
736500.0,4.0,2.5,3180,21904,2.0,0,3,3,3180,0,2000,0,3672,14,37,0
570000.0,3.0,2.25,2010,6000,1.0,0,0,3,1330,680,1975,0,2976,35,57,0
787000.0,3.0,1.75,1330,7500,1.0,0,0,3,1330,0,1961,2004,3824,39,75,0
328000.0,4.0,2.5,2370,6500,2.0,0,0,3,2370,0,1998,2006,1183,7,23,0
435000.0,5.0,2.0,1840,9240,1.0,0,0,4,1540,300,1942,1958,2042,30,25,0
499000.0,4.0,2.5,2910,6479,2.0,0,0,3,2910,0,2006,0,2506,28,43,0
501000.0,4.0,1.0,2070,7519,1.0,0,0,3,1160,910,1963,2008,2552,39,52,0
1090000.0,4.0,2.5,4340,141570,2.5,0,0,3,4340,0,1992,0,4249,35,63,0
400000.0,2.0,1.0,840,5510,1.0,0,0,3,840,0,1955,2005,1748,30,41,0
220000.0,4.0,1.5,1240,9600,1.0,0,0,3,1240,0,1971,0,323,5,11,0
657100.0,4.0,1.0,1390,4240,1.0,0,0,3,1050,340,1924,2011,3395,30,49,0
309950.0,4.0,2.75,2310,5000,2.0,0,0,3,2310,0,2006,0,1027,11,20,0
300000.0,3.0,2.0,1050,10072,1.0,0,0,3,1050,0,1986,0,940,16,29,0
525888.0,5.0,1.75,2550,71874,1.0,0,0,5,1810,740,1960,0,2678,31,50,0
740000.0,4.0,1.75,2010,3600,1.5,0,0,3,2010,0,1902,0,3689,30,70,0
340000.0,5.0,1.0,1120,9022,1.5,0,0,4,1120,0,1962,0,1296,33,38,0
398750.0,3.0,2.5,2230,4000,2.0,0,0,3,2230,0,1954,2005,1729,30,53,0
206000.0,2.0,1.0,810,7158,1.0,0,0,5,810,0,1944,0,257,13,3,0
1030000.0,5.0,2.75,3190,16920,1.0,0,3,3,1690,1500,1976,0,4206,39,67,0
600000.0,3.0,1.75,1670,39639,1.0,0,0,4,1670,0,1976,1992,3150,36,65,0
379950.0,4.0,1.75,1970,9389,1.0,0,0,5,1140,830,1960,0,1598,17,25,0
287000.0,3.0,1.0,1450,6000,1.0,0,0,4,1450,0,1953,1983,846,30,31,0
2280000.0,7.0,8.0,13540,307752,3.0,0,4,3,9410,4130,1999,0,4493,35,63,0
309950.0,3.0,2.5,1880,7838,2.0,0,0,3,1880,0,1994,0,1026,14,18,0
600000.0,3.0,1.75,1880,6360,1.0,0,0,4,1040,840,1945,0,3154,30,51,0
418000.0,3.0,2.0,1410,6030,1.5,0,0,4,1410,0,1930,0,1911,30,49,0
449250.0,4.0,2.0,1480,3844,1.5,0,0,5,1480,0,1928,1970,2145,30,25,0
329950.0,2.0,1.0,1140,5250,1.5,0,0,4,1140,0,1949,1985,1198,30,25,0
245000.0,3.0,1.75,1920,9306,1.0,0,0,3,1000,920,1984,0,486,7,4,0
549000.0,4.0,2.5,2910,6338,2.0,0,0,3,2910,0,2008,0,2834,14,37,0
800000.0,3.0,2.5,3240,7857,2.0,0,0,3,3240,0,1994,0,3858,36,65,0
249950.0,3.0,2.0,1550,15040,1.0,0,0,4,1550,0,1958,1972,532,14,37,0
210000.0,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2001,276,8,15,0
1425000.0,2.0,2.5,2220,4000,2.0,0,0,3,2220,0,2000,0,4402,30,72,0
585000.0,2.0,1.0,1770,8640,1.5,0,0,3,1520,250,1949,1998,3054,30,45,0
615000.0,4.0,1.75,2300,11700,1.0,0,0,4,1960,340,1977,0,3222,35,57,0
618500.0,3.0,2.0,1800,5000,1.0,0,0,4,1080,720,1942,1982,3228,30,51,0
487585.0,4.0,1.75,2010,9211,1.0,0,0,3,1470,540,1977,2004,2435,33,38,0
509900.0,3.0,2.5,1790,2700,2.0,0,0,3,1790,0,2010,0,2584,31,50,0
631625.0,4.0,2.5,2440,6651,2.0,0,0,3,2440,0,2014,0,3294,30,45,0
555000.0,3.0,2.5,1940,3211,2.0,0,0,3,1940,0,2009,0,2888,31,50,0
340000.0,2.0,1.5,1160,1438,2.0,0,0,3,1160,0,2001,0,1298,30,53,0
830000.0,4.0,2.5,3400,9692,2.0,0,0,3,3400,0,2007,0,3929,35,57,0
890000.0,4.0,4.25,4420,5750,2.0,0,0,3,3410,1010,2006,0,4050,31,50,0
366750.0,3.0,3.0,1571,2017,3.0,0,0,3,1571,0,2008,0,1498,30,33,0
415000.0,3.0,2.25,1620,998,2.5,0,0,3,1540,80,2010,0,1878,31,55,0
416286.0,3.0,2.5,1408,989,3.0,0,0,3,1408,0,2005,0,1902,30,51,0
478000.0,3.0,2.5,3040,4535,2.0,0,0,3,3040,0,2007,0,2371,14,28,0
890000.0,5.0,3.5,4490,6000,2.0,0,0,3,3200,1290,2006,0,4051,31,50,0
419190.0,2.0,2.5,1590,1426,2.0,0,0,3,1590,0,2014,0,2226,31,55,0
712198.0,4.0,2.5,2450,4247,2.0,0,0,3,2450,0,2013,1923,3845,35,57,0
397000.0,4.0,2.0,1440,7680,1.0,0,0,3,1200,240,1971,0,1722,33,38,0
450000.0,2.0,2.0,1100,3000,1.5,0,0,3,1100,0,1912,2005,2170,30,45,0
353000.0,3.0,1.0,1350,7740,1.0,0,0,4,860,490,1947,1988,1409,30,33,0
609000.0,4.0,2.5,2150,37981,2.0,0,0,3,2150,0,1985,0,3190,35,57,0
234000.0,3.0,1.75,1490,8366,1.0,0,0,4,1010,480,1975,0,406,6,17,0
561000.0,3.0,2.0,2000,7000,2.0,0,0,3,2000,0,1916,1986,2929,30,41,0
469000.0,2.0,1.0,1030,4400,1.0,0,0,3,1030,0,1924,2011,2309,30,45,0
329350.0,2.0,1.0,720,6687,1.0,0,0,3,720,0,1942,1999,1193,30,45,0
488000.0,5.0,2.0,2020,5000,1.5,0,0,4,2020,0,1938,0,2437,30,45,0
279900.0,3.0,1.75,1580,8151,1.0,0,1,4,1100,480,1962,0,778,8,15,0
606000.0,4.0,2.5,2110,13850,2.0,0,0,3,2110,0,1987,2000,3183,31,50,0
312000.0,4.0,2.0,1300,7054,1.0,0,0,3,1300,0,1950,2013,1053,30,24,0
650000.0,3.0,1.5,1630,7475,1.0,0,1,3,1160,470,1940,1996,3364,30,51,0
1135000.0,4.0,2.75,3370,8103,1.0,0,3,3,1970,1400,1970,2014,4273,30,41,0
325000.0,4.0,2.5,1890,6156,1.0,0,0,3,980,910,1980,0,1159,30,12,0
425000.0,4.0,2.0,1520,7983,1.0,0,0,5,1520,0,1967,0,1961,18,38,0
219000.0,2.0,1.0,900,5160,1.0,0,0,3,900,0,1952,2008,316,30,12,0
250000.0,3.0,1.0,1050,6874,1.0,0,0,3,1050,0,1954,2005,553,17,25,0
390000.0,3.0,1.75,1260,6500,1.0,0,0,4,1260,0,1966,0,1685,39,52,0
475000.0,6.0,3.0,3470,117612,1.5,0,0,3,3470,0,1924,2011,2353,20,34,0
736000.0,4.0,2.5,2290,12047,2.0,0,0,4,2290,0,1988,0,3670,39,67,0
407000.0,4.0,2.25,2810,23400,1.0,0,1,3,1710,1100,1958,2004,1824,8,15,0
272000.0,3.0,2.5,1650,13816,2.0,0,0,3,1650,0,1998,2006,736,25,39,0
362000.0,3.0,2.25,1640,14374,1.0,0,0,4,1140,500,1963,0,1468,13,16,0
535000.0,3.0,2.5,1850,10109,2.0,0,0,3,1850,0,1991,0,2734,33,38,0
284000.0,4.0,2.5,2000,5390,2.0,0,0,3,2000,0,2003,0,819,19,17,0
367500.0,3.0,1.5,1410,9647,1.0,0,0,3,1410,0,1961,2004,1501,17,62,0
379900.0,4.0,1.75,1500,11600,1.0,0,0,4,1000,500,1955,2009,1596,20,34,0
520000.0,3.0,2.5,2460,54885,2.0,0,0,4,2460,0,1980,0,2641,14,37,0
175000.0,3.0,1.0,1010,7034,1.0,0,0,3,1010,0,1954,2005,156,14,8,0
460000.0,2.0,2.25,1230,929,2.0,0,0,3,1020,210,2004,2003,2259,30,72,0
345000.0,4.0,2.5,2331,3826,2.0,0,0,3,2331,0,2007,0,1333,14,22,0
455000.0,5.0,2.5,2240,7770,1.0,0,0,3,1340,900,1978,0,2209,33,38,0
610000.0,4.0,3.0,2450,10117,1.0,0,0,5,1580,870,1967,0,3196,39,67,0
563000.0,4.0,3.0,3100,15480,2.0,0,0,3,2400,700,1996,0,2937,20,34,0
612500.0,4.0,2.0,2060,5000,1.0,0,0,3,1030,1030,1949,2013,3206,30,45,0
218000.0,3.0,1.75,1850,7684,1.0,0,0,3,1320,530,1979,2014,315,5,11,0
404000.0,4.0,1.75,1840,10720,1.0,0,0,3,960,880,1958,2004,1791,39,52,0
860000.0,4.0,2.0,3740,32417,2.0,0,0,3,3740,0,2000,0,3993,35,63,0
136500.0,3.0,1.5,1420,8580,1.0,0,0,3,1420,0,1962,2003,85,5,11,0
313950.0,3.0,1.0,1510,6083,1.0,0,0,4,860,650,1940,2001,1062,30,51,0
575000.0,3.0,1.75,2130,6500,1.0,0,2,3,1170,960,1954,2005,2996,30,71,0
1225000.0,4.0,2.25,3490,6906,2.0,0,0,4,2280,1210,1928,0,4320,30,71,0
280000.0,3.0,1.75,1630,11800,1.0,0,0,4,1630,0,1971,0,795,15,27,0
515000.0,3.0,2.5,1790,7167,2.0,0,0,3,1790,0,1989,0,2614,36,54,0
513000.0,4.0,2.5,2000,5684,2.0,0,0,3,2000,0,1996,0,2606,20,34,0
599000.0,4.0,2.25,2260,29930,2.0,0,0,4,1400,860,1977,0,3122,39,67,0
685000.0,4.0,2.5,3030,7864,2.0,0,0,3,3030,0,1999,0,3514,36,54,0
365000.0,3.0,1.5,1310,8160,1.0,0,0,3,1310,0,1950,2005,1489,30,25,0
762300.0,4.0,2.5,3880,14550,2.0,0,0,3,3880,0,1987,2000,3766,36,54,0
1580000.0,4.0,3.25,3760,10920,1.5,0,0,5,2400,1360,1950,0,4424,30,69,0
562000.0,5.0,2.25,3040,8111,2.0,0,0,3,3040,0,1984,0,2934,35,57,0
530000.0,5.0,2.5,2910,9636,1.0,0,0,4,1690,1220,1964,0,2693,39,52,0
525000.0,3.0,2.5,2970,11985,1.0,0,0,3,1770,1200,1995,0,2666,36,54,0
484000.0,2.0,1.75,1660,6000,1.0,0,0,3,1160,500,1942,1999,2408,30,69,0
725126.0,4.0,2.5,3200,12369,2.0,0,0,3,3200,0,1998,2006,3644,34,37,0
360000.0,4.0,2.0,2680,18768,1.0,0,0,5,2680,0,1965,0,1453,7,4,0
387000.0,3.0,1.0,1230,9568,1.0,0,0,5,1230,0,1962,0,1660,34,28,0
483500.0,4.0,2.5,2740,45732,2.0,0,0,3,2740,0,1995,0,2406,32,59,0
655500.0,4.0,3.5,3380,8330,2.0,0,0,3,3380,0,2000,0,3391,17,62,0
345000.0,3.0,1.0,1110,6250,1.0,0,0,3,1110,0,1956,2001,1327,30,51,0
533000.0,5.0,2.75,1800,3780,1.5,0,0,3,1400,400,1926,2003,2726,30,49,0
385000.0,3.0,1.75,1900,5520,1.0,0,0,3,1280,620,1982,0,1639,30,31,0
675000.0,2.0,1.0,930,36478,1.0,0,2,3,930,0,1951,1994,3485,39,67,0
197000.0,3.0,1.75,1690,7735,1.0,0,0,4,1060,630,1976,1992,214,7,4,0
485000.0,3.0,2.0,1420,4080,1.5,0,0,3,1420,0,1905,2013,2416,30,49,0
1870000.0,5.0,4.0,4510,15175,2.0,0,0,3,4510,0,1969,2002,4464,40,74,0
295000.0,3.0,2.25,1980,8000,1.0,0,0,4,1560,420,1974,0,903,5,11,0
499000.0,2.0,1.75,1170,2400,1.0,0,0,4,740,430,1903,0,2504,30,49,0
1050000.0,3.0,2.5,2200,1970,2.0,0,0,3,1610,590,2008,0,4225,30,64,0
191000.0,3.0,1.5,800,8850,1.0,0,0,4,800,0,1959,0,197,5,11,0
500000.0,3.0,2.5,1480,1171,3.0,0,0,3,1480,0,2006,0,2528,30,72,0
390000.0,5.0,3.75,2890,5000,1.0,0,0,3,1310,1580,2006,0,1678,30,53,0
979000.0,3.0,2.5,2690,4047,3.0,0,0,3,2690,0,2014,0,4165,30,45,0
580000.0,4.0,3.25,3569,8327,2.0,0,0,3,3569,0,2013,1923,3036,14,18,0
369950.0,3.0,2.0,1270,1320,3.0,0,0,3,1270,0,2006,0,1514,30,49,0
1800000.0,5.0,5.0,4490,10279,2.0,0,0,3,3930,560,2013,1923,4459,39,75,0
776000.0,4.0,2.5,3040,6425,2.0,0,0,3,3040,0,2008,0,3799,35,57,0
519950.0,3.0,2.25,1170,1249,3.0,0,0,3,1170,0,2014,0,2634,30,46,0
255000.0,5.0,2.25,2060,8632,1.0,0,0,3,1030,1030,1962,2003,606,13,24,0
495000.0,3.0,1.0,990,6000,1.0,0,0,3,990,0,1943,2002,2487,30,69,0
510000.0,4.0,2.5,2430,5203,2.0,0,0,3,2430,0,2003,0,2592,17,26,0
1150000.0,4.0,4.0,4460,103382,2.0,0,0,3,4460,0,2001,0,4285,35,63,0
253000.0,3.0,1.75,1250,10122,1.0,0,0,3,1250,0,1994,0,582,12,21,0
503000.0,3.0,2.75,1540,6760,1.0,0,0,5,1210,330,1980,0,2558,33,38,0
275000.0,3.0,2.5,1600,7000,2.0,0,0,4,1600,0,1993,0,748,11,20,0
249000.0,3.0,1.0,1110,8423,1.0,0,0,3,1110,0,1952,2008,527,13,32,0
310000.0,3.0,1.75,1840,10723,1.0,0,0,4,1220,620,1974,0,1039,14,22,0
750000.0,3.0,2.75,2520,5401,1.0,0,0,4,1360,1160,1946,1989,3727,30,70,0
630000.0,3.0,2.5,2680,327135,2.0,0,0,3,2680,0,1995,0,3285,26,40,0
599999.0,9.0,4.5,3830,6988,2.5,0,0,3,2450,1380,1938,2003,3131,30,49,0
758000.0,4.0,2.75,2410,9549,1.0,0,0,4,1780,630,1956,0,3750,33,68,0
248500.0,4.0,1.75,1720,10018,1.0,0,0,5,1720,0,1960,0,522,6,17,0
310000.0,3.0,1.75,2070,37904,1.0,0,0,4,1420,650,1973,0,1045,19,60,0
460000.0,3.0,2.0,1760,9055,2.0,0,0,4,1760,0,1985,0,2256,35,57,0
675000.0,3.0,1.75,1680,10500,1.0,0,0,4,1680,0,1959,0,3479,39,66,0
526000.0,2.0,2.0,1550,2400,1.5,0,0,4,1550,0,1900,1971,2679,30,49,0
560000.0,3.0,3.0,4120,60392,2.0,0,2,3,3180,940,1994,0,2916,25,39,0
415000.0,4.0,3.0,1830,9548,2.0,0,0,3,1830,0,1991,0,1883,23,34,0
246000.0,3.0,1.0,1400,7410,1.0,0,0,3,1400,0,1944,0,506,13,32,0
314500.0,3.0,1.75,1870,12381,1.0,0,0,4,1870,0,1957,2001,1065,5,13,0
3200000.0,7.0,4.5,6210,8856,2.5,0,2,5,4760,1450,1910,0,4518,30,73,0
420000.0,2.0,1.5,1040,3500,1.5,0,0,4,1040,0,1904,0,1930,30,53,0
535000.0,3.0,1.75,2720,149410,1.5,0,0,3,2720,0,1988,2000,2748,25,39,0
350000.0,3.0,1.0,1010,9360,1.0,0,0,3,1010,0,1981,2013,1395,33,68,0
515000.0,3.0,1.75,1580,9147,1.0,0,1,4,1210,370,1967,0,2615,39,52,0
749950.0,4.0,2.75,2600,6050,2.0,0,0,5,1960,640,1949,0,3716,30,56,0
230000.0,3.0,2.5,1920,9180,2.0,0,0,3,1920,0,1988,2000,385,14,8,0
568000.0,3.0,2.0,2350,5080,1.5,0,0,3,1780,570,1929,0,2963,30,31,0
250000.0,1.0,1.0,1100,4373,1.0,0,0,2,820,280,1947,0,560,13,32,0
581000.0,4.0,2.0,2510,13695,1.0,0,0,4,1280,1230,1961,2001,3041,33,68,0
651000.0,3.0,2.5,3240,108366,2.0,0,0,4,3240,0,1991,0,3380,19,17,0
600000.0,3.0,2.5,2460,108900,1.0,0,0,4,1860,600,1977,0,3139,31,50,0
500000.0,2.0,1.0,1010,3885,1.5,0,0,4,1010,0,1906,1990,2547,30,72,0
475000.0,2.0,1.0,820,2723,1.0,0,0,3,820,0,1921,2000,2338,30,49,0
352000.0,5.0,2.5,2420,8560,1.0,0,2,3,1620,800,1978,0,1403,30,31,0
420000.0,3.0,2.25,1770,8165,2.0,0,0,3,1770,0,1977,2004,1924,33,38,0
428000.0,2.0,2.0,1350,3900,1.0,0,0,3,1350,0,2003,0,1974,35,63,0
599000.0,3.0,1.75,1960,4788,1.0,0,0,4,1090,870,1920,0,3121,30,51,0
492000.0,4.0,2.5,3305,16164,1.5,0,0,5,2245,1060,1922,1956,2468,17,25,0
630000.0,2.0,2.25,2550,5663,1.0,0,0,3,1720,830,2011,0,3283,14,28,0
900000.0,5.0,3.75,4130,226076,2.0,0,0,3,3170,960,1985,0,4061,32,59,0
1110000.0,4.0,1.5,2310,13300,1.0,0,0,3,1890,420,1950,2005,4261,42,75,0
575000.0,4.0,2.0,1650,5000,1.0,0,0,3,1650,0,1955,2005,3009,30,45,0
705000.0,4.0,2.5,2650,4316,1.5,0,0,3,1520,1130,1905,2013,3581,30,56,0
940000.0,4.0,2.25,1890,5940,1.0,0,1,3,1470,420,1963,2008,4111,30,72,0
313000.0,3.0,1.75,2190,8000,1.0,0,0,4,2190,0,1967,0,1059,5,11,0
618080.0,3.0,2.5,2030,6500,2.0,0,0,3,2030,0,1988,2000,3226,31,50,0
640000.0,3.0,3.0,2270,5175,2.0,0,0,3,2130,140,2002,0,3322,14,28,0
485000.0,3.0,2.0,1610,4160,1.0,0,0,4,1010,600,1917,0,2102,30,41,0
300000.0,2.0,1.0,760,3001,1.0,0,0,3,760,0,1913,1983,950,30,53,0
379500.0,2.0,1.0,1640,17335,1.0,0,0,3,840,800,1978,0,1593,35,63,0
339950.0,3.0,2.25,1630,12295,2.0,0,0,4,1630,0,1985,0,1288,14,22,0
1500000.0,6.0,2.5,3560,6480,2.5,0,0,4,3560,0,1914,1945,4408,30,72,0
1340000.0,3.0,3.0,2960,5500,2.0,0,2,3,2440,520,1937,1990,4374,30,71,0
